NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
369,인천광역시 미추홀구 용현동,3*,12m미만,18.0,월세,202509,12,300,35,1997.0,인하로163번길,202509~202609,신규,-,,,단독다가구
370,인천광역시 미추홀구 용현동,6**,8m미만,21.0,월세,202509,11,150,45,1987.0,토금남로4번길,202509~202609,신규,-,,,단독다가구
371,인천광역시 미추홀구 용현동,5**,8m미만,16.0,월세,202509,6,300,37,2015.0,낙섬중로,202509~202609,신규,-,,,단독다가구
372,인천광역시 미추홀구 용현동,4*,8m미만,26.7,월세,202509,5,300,45,2019.0,한나루로457번길,202509~202603,신규,-,,,단독다가구
373,인천광역시 미추홀구 용현동,6**,8m미만,27.96,월세,202509,5,300,36,2019.0,낙섬서로18번길,202509~202602,신규,-,,,단독다가구
374,인천광역시 미추홀구 용현동,9*,8m미만,19.0,월세,202509,1,200,38,2014.0,한나루로489번길,202509~202607,신규,-,,,단독다가구
375,인천광역시 미추홀구 용현동,1**,12m미만,18.6,월세,202508,31,200,35,1992.0,경인남길30번길,202508~202608,신규,-,,,단독다가구
376,인천광역시 미추홀구 용현동,6**,25m미만,23.0,월세,202508,30,300,40,2002.0,낙섬서로,-,-,-,,,단독다가구
377,인천광역시 미추홀구 용현동,6**,8m미만,20.0,월세,202508,30,300,35,2009.0,낙섬서로18번길,202508~202708,신규,-,,,단독다가구
378,인천광역시 미추홀구 용현동,1**,12m미만,25.0,월세,202508,29,300,50,1999.0,경인남길,202509~202608,신규,-,,,단독다가구
379,인천광역시 미추홀구 용현동,6**,8m미만,35.0,월세,202508,29,"1,000",55,2017.0,토금북로28번길,202509~202609,신규,-,,,단독다가구
380,인천광역시 미추홀구 용현동,1**,8m미만,25.0,월세,202508,29,500,42,2003.0,인주대로198번길,202509~202608,신규,-,,,단독다가구
381,인천광역시 미추홀구 용현동,1**,12m미만,20.0,월세,202508,28,300,42,2003.0,경인남길,202509~202607,신규,-,,,단독다가구
382,인천광역시 미추홀구 용현동,1**,12m미만,18.11,월세,202508,28,300,45,1994.0,경인남길,202508~202608,신규,-,,,단독다가구
383,인천광역시 미추홀구 용현동,1**,12m미만,23.0,월세,202508,28,300,47,1999.0,경인남길,202509~202512,신규,-,,,단독다가구
384,인천광역시 미추홀구 용현동,6**,8m미만,32.2,월세,202508,27,500,48,2018.0,토금남로27번길,202508~202608,신규,-,,,단독다가구
385,인천광역시 미추홀구 용현동,7*,8m미만,17.0,월세,202508,25,200,36,1997.0,인하로91번길,202508~202512,신규,-,,,단독다가구
386,인천광역시 미추홀구 용현동,4*,8m미만,56.0,전세,202508,24,"6,000",0,1977.0,한나루로463번길,202509~202709,신규,-,,,단독다가구
387,인천광역시 미추홀구 용현동,6**,12m미만,21.0,월세,202508,23,300,36,2013.0,낙섬중로77번길,202509~202609,신규,-,,,단독다가구
388,인천광역시 미추홀구 용현동,3*,8m미만,33.0,월세,202508,23,300,42,1996.0,한나루로463번길,202508~202608,신규,-,,,단독다가구
389,인천광역시 미추홀구 용현동,4*,8m미만,29.7,월세,202508,22,200,43,1993.0,재넘이길,202508~202608,신규,-,,,단독다가구
390,인천광역시 미추홀구 용현동,6**,12m미만,43.0,월세,202508,22,"6,000",25,2016.0,낙섬서로50번길,202510~202710,신규,-,,,단독다가구
391,인천광역시 미추홀구 용현동,1**,12m미만,20.0,월세,202508,20,300,50,,인하로47번길,202508~202608,신규,-,,,단독다가구
392,인천광역시 미추홀구 용현동,1**,12m미만,20.0,월세,202508,19,300,37,2002.0,인하로47번길,202508~202608,갱신,사용,300,37.0,단독다가구
393,인천광역시 미추홀구 용현동,1**,12m미만,20.0,월세,202508,19,300,37,2002.0,인하로47번길,202508~202608,갱신,사용,300,37.0,단독다가구
394,인천광역시 미추홀구 용현동,8*,12m미만,20.0,월세,202508,16,300,40,1997.0,한나루로477번길,202508~202608,신규,-,,,단독다가구
395,인천광역시 미추홀구 용현동,9*,8m미만,16.0,월세,202508,16,300,55,2017.0,인하로,-,-,-,,,단독다가구
396,인천광역시 미추홀구 용현동,6**,25m미만,25.0,월세,202508,16,300,35,2002.0,낙섬서로,202508~202608,신규,-,,,단독다가구
397,인천광역시 미추홀구 용현동,1**,12m미만,20.0,월세,202508,15,500,50,2017.0,경인남길,-,-,-,,,단독다가구
398,인천광역시 미추홀구 용현동,1**,8m미만,24.0,월세,202508,14,500,64,1977.0,인주대로,202508~202608,신규,-,,,단독다가구
399,인천광역시 미추홀구 용현동,6**,8m미만,33.0,월세,202508,14,"1,000",57,2018.0,낙섬서로10번길,202508~202608,신규,-,,,단독다가구
400,인천광역시 미추홀구 용현동,7*,12m미만,20.0,월세,202508,14,300,43,2012.0,경인남길102번길,202508~202608,신규,-,,,단독다가구
401,인천광역시 미추홀구 용현동,6**,25m미만,25.0,월세,202508,14,300,35,2002.0,낙섬서로,202508~202608,신규,-,,,단독다가구
402,인천광역시 미추홀구 용현동,4**,8m미만,34.0,월세,202508,13,300,30,1993.0,인주대로128번길,202508~202708,신규,-,,,단독다가구
403,인천광역시 미추홀구 용현동,1**,12m미만,17.0,월세,202508,12,168,30,2001.0,경인남길30번길,202508~202607,신규,-,,,단독다가구
404,인천광역시 미추홀구 용현동,8*,8m미만,21.45,월세,202508,10,300,45,1993.0,재넘이길,202508~202608,신규,-,,,단독다가구
405,인천광역시 미추홀구 용현동,6**,8m미만,25.0,월세,202508,9,300,47,2017.0,토금중로47번길,202508~202708,신규,-,,,단독다가구
406,인천광역시 미추홀구 용현동,2*,12m미만,37.5,월세,202508,8,500,60,1994.0,한나루로477번길,202508~202608,신규,-,,,단독다가구
407,인천광역시 미추홀구 용현동,6**,8m미만,30.0,월세,202508,5,200,40,2002.0,토금남로17번길,202508~202601,신규,-,,,단독다가구
408,인천광역시 미추홀구 용현동,1**,12m미만,20.0,월세,202508,5,300,37,2002.0,인하로47번길,202508~202608,신규,-,,,단독다가구
409,인천광역시 미추홀구 용현동,6**,8m미만,30.0,월세,202508,4,200,37,2001.0,토금중로51번길,202508~202608,신규,-,,,단독다가구
410,인천광역시 미추홀구 용현동,1**,8m미만,25.0,월세,202508,3,500,44,2003.0,인주대로198번길,202508~202607,신규,-,,,단독다가구
411,인천광역시 미추홀구 용현동,4*,8m미만,56.0,전세,202508,2,"6,000",0,1977.0,한나루로463번길,202509~202709,신규,-,,,단독다가구
412,인천광역시 미추홀구 용현동,9*,12m미만,33.0,월세,202508,1,300,52,1996.0,한나루로477번길,202508~202607,신규,-,,,단독다가구
413,인천광역시 미추홀구 용현동,1**,12m미만,18.0,월세,202508,1,100,25,1987.0,경인남길30번길,202508~202602,신규,-,,,단독다가구
414,인천광역시 미추홀구 용현동,6**,25m미만,28.49,월세,202508,1,"1,000",34,,용정공원로83번길,202508~202607,신규,-,,,단독다가구
415,인천광역시 미추홀구 용현동,6**,8m미만,57.22,전세,202508,1,"13,000",0,2002.0,낙섬서로10번길,202508~202708,갱신,-,"13,000",0.0,단독다가구
416,인천광역시 미추홀구 용현동,6**,12m미만,55.0,월세,202507,31,500,60,1998.0,토금북로11번길,202508~202708,신규,-,,,단독다가구
417,인천광역시 미추홀구 용현동,1**,8m미만,19.0,월세,202507,28,300,40,1993.0,경인남길30번길,202508~202608,신규,-,,,단독다가구
418,인천광역시 미추홀구 용현동,9*,12m미만,13.0,월세,202507,28,100,26,1996.0,경인남길102번길,202508~202608,신규,-,,,단독다가구
419,인천광역시 미추홀구 용현동,9*,12m미만,40.0,월세,202507,28,300,60,1991.0,경인남길102번길,202508~202608,신규,-,,,단독다가구
420,인천광역시 미추홀구 용현동,1**,8m미만,19.0,월세,202507,28,300,45,2002.0,인하로91번길,202507~202601,신규,-,,,단독다가구
421,인천광역시 미추홀구 용현동,6**,8m미만,27.83,월세,202507,28,300,50,2016.0,매소홀로,202507~202601,신규,-,,,단독다가구
422,인천광역시 미추홀구 용현동,1**,12m미만,18.0,월세,202507,25,300,55,2018.0,인하로47번길,202508~202608,신규,-,,,단독다가구
423,인천광역시 미추홀구 용현동,8*,8m미만,24.0,월세,202507,24,200,40,2002.0,재넘이길,202508~202608,신규,-,,,단독다가구
424,인천광역시 미추홀구 용현동,1**,12m미만,20.0,전세,202507,24,"4,000",0,1999.0,경인남길,202508~202708,신규,-,,,단독다가구
425,인천광역시 미추홀구 용현동,1**,8m미만,17.0,월세,202507,24,"3,500",23,2018.0,인하로77번길,202508~202708,신규,-,,,단독다가구
426,인천광역시 미추홀구 용현동,6**,8m미만,31.6,월세,202507,24,200,45,2011.0,낙섬서로18번길,202508~202708,신규,-,,,단독다가구
427,인천광역시 미추홀구 용현동,6**,12m미만,45.0,월세,202507,23,"1,000",40,1987.0,낙섬중로35번길,202508~202708,신규,-,,,단독다가구
428,인천광역시 미추홀구 용현동,1**,8m미만,51.07,전세,202507,17,"13,000",0,1972.0,경인북길251번길,202508~202708,신규,-,,,단독다가구
429,인천광역시 미추홀구 용현동,6*,12m미만,22.0,월세,202507,17,500,44,2002.0,경인남길102번길,202507~202701,신규,-,,,단독다가구
430,인천광역시 미추홀구 용현동,1**,12m미만,47.88,월세,202507,17,500,60,2016.0,인하로47번길,202508~202608,신규,-,,,단독다가구
431,인천광역시 미추홀구 용현동,4**,8m미만,45.5,전세,202507,17,"2,000",0,1994.0,독정이로16번길,202508~202708,신규,-,,,단독다가구
432,인천광역시 미추홀구 용현동,6**,8m미만,28.0,월세,202507,17,500,40,2018.0,토금북로28번길,202507~202607,신규,-,,,단독다가구
433,인천광역시 미추홀구 용현동,1**,8m미만,17.0,월세,202507,16,300,43,2015.0,경인남길30번길,202507~202607,갱신,-,300,47.0,단독다가구
434,인천광역시 미추홀구 용현동,4*,8m미만,20.0,월세,202507,14,300,40,2014.0,재넘이길,202508~202608,신규,-,,,단독다가구
435,인천광역시 미추홀구 용현동,1**,8m미만,20.0,전세,202507,14,"4,000",0,2002.0,인주대로198번길,202507~202707,신규,-,,,단독다가구
436,인천광역시 미추홀구 용현동,1**,12m미만,16.5,월세,202507,14,300,40,2020.0,경인남길30번길,202507~202601,신규,-,,,단독다가구
437,인천광역시 미추홀구 용현동,6**,8m미만,50.0,월세,202507,12,"3,000",45,2019.0,낙섬서로10번길,202509~202708,신규,-,,,단독다가구
438,인천광역시 미추홀구 용현동,2*,8m미만,36.3,월세,202507,11,500,35,1994.0,한나루로,202507~202707,신규,-,,,단독다가구
439,인천광역시 미추홀구 용현동,5**,8m미만,50.0,월세,202507,10,"1,000",35,1995.0,아암대로29번길,202507~202707,신규,-,,,단독다가구
440,인천광역시 미추홀구 용현동,1**,8m미만,20.0,월세,202507,10,300,45,2015.0,경인남길30번길,202507~202607,신규,-,,,단독다가구
441,인천광역시 미추홀구 용현동,5**,8m미만,41.8,전세,202507,9,"6,200",0,,토금북로57번길,202508~202708,신규,-,,,단독다가구
442,인천광역시 미추홀구 용현동,3*,25m이상,30.0,월세,202507,9,300,30,1992.0,인하로,202507~202607,신규,-,,,단독다가구
443,인천광역시 미추홀구 용현동,8*,12m미만,19.0,월세,202507,7,150,34,1998.0,한나루로477번길,202507~202607,신규,-,,,단독다가구
444,인천광역시 미추홀구 용현동,6**,8m미만,40.0,월세,202507,7,500,70,2019.0,재넘이길,202508~202607,신규,-,,,단독다가구
445,인천광역시 미추홀구 용현동,1**,8m미만,15.0,월세,202507,7,300,37,2014.0,경인남길30번길,202508~202608,신규,-,,,단독다가구
446,인천광역시 미추홀구 용현동,6**,25m미만,23.0,월세,202507,7,300,30,2002.0,토금북로,202507~202707,신규,-,,,단독다가구
447,인천광역시 미추홀구 용현동,1**,12m미만,17.0,월세,202507,5,200,26,2001.0,경인남길102번길,202507~202607,신규,-,,,단독다가구
448,인천광역시 미추홀구 용현동,1**,12m미만,16.22,월세,202507,5,300,41,2012.0,인하로47번길,202508~202608,신규,-,,,단독다가구
449,인천광역시 미추홀구 용현동,8*,8m미만,20.0,월세,202507,5,200,40,2002.0,재넘이길,202507~202607,신규,-,,,단독다가구
450,인천광역시 미추홀구 용현동,6*,25m미만,23.0,월세,202507,3,300,35,1992.0,한나루로489번길,202507~202607,신규,-,,,단독다가구
451,인천광역시 미추홀구 용현동,8*,8m미만,26.44,월세,202507,3,100,40,,재넘이길,202507~202607,신규,-,,,단독다가구
452,인천광역시 미추홀구 용현동,6**,12m미만,20.0,월세,202507,2,500,35,2018.0,낙섬중로77번길,202507~202607,신규,-,,,단독다가구
453,인천광역시 미추홀구 용현동,9*,25m이상,18.0,월세,202507,1,200,35,1990.0,인하로,202507~202601,신규,-,,,단독다가구
454,인천광역시 미추홀구 용현동,9*,8m미만,20.0,월세,202507,1,300,30,2002.0,인하로91번길,202508~202608,신규,-,,,단독다가구
455,인천광역시 미추홀구 용현동,9*,8m미만,18.0,월세,202507,1,300,47,2016.0,한나루로477번길,202507~202607,신규,-,,,단독다가구
456,인천광역시 미추홀구 용현동,1**,8m미만,39.66,월세,202507,1,500,38,1969.0,비룡길23번길,202507~202707,신규,-,,,단독다가구
457,인천광역시 미추홀구 용현동,8*,8m미만,20.0,월세,202507,1,200,30,1998.0,한나루로463번길,202507~202607,신규,-,,,단독다가구
458,인천광역시 미추홀구 용현동,5**,12m미만,47.46,월세,202507,1,"1,000",50,2002.0,아암대로45번길,202507~202706,신규,-,,,단독다가구
459,인천광역시 미추홀구 용현동,1**,8m미만,59.83,전세,202506,30,"15,900",0,1978.0,경인북길303번길,202506~202706,갱신,-,"15,900",0.0,단독다가구
460,인천광역시 미추홀구 용현동,4**,8m미만,39.0,월세,202506,30,500,40,1994.0,인주대로128번길,202507~202707,신규,-,,,단독다가구
461,인천광역시 미추홀구 용현동,1*,8m미만,36.5,월세,202506,30,300,25,1974.0,한나루로489번길,202507~202707,신규,-,,,단독다가구
462,인천광역시 미추홀구 용현동,7*,8m미만,20.0,월세,202506,30,200,30,2001.0,인하로133번길,202508~202608,신규,-,,,단독다가구
463,인천광역시 미추홀구 용현동,1**,8m미만,59.83,전세,202506,30,"15,100",0,1978.0,경인북길303번길,202506~202706,갱신,-,"15,900",0.0,단독다가구
464,인천광역시 미추홀구 용현동,6**,8m미만,28.07,월세,202506,26,300,39,2019.0,낙섬서로18번길,202507~202607,신규,-,,,단독다가구
465,인천광역시 미추홀구 용현동,9*,12m미만,25.0,월세,202506,25,300,60,2020.0,경인남길102번길,202508~202607,신규,-,,,단독다가구
466,인천광역시 미추홀구 용현동,6**,8m미만,40.0,월세,202506,24,"1,000",43,1997.0,낙섬서로18번길,202507~202707,신규,-,,,단독다가구
467,인천광역시 미추홀구 용현동,6*,25m미만,16.0,월세,202506,23,300,42,2020.0,한나루로489번길,202508~202608,신규,-,,,단독다가구
468,인천광역시 미추홀구 용현동,4**,25m미만,19.83,월세,202506,23,300,20,1985.0,독정이로,202508~202708,신규,-,,,단독다가구
469,인천광역시 미추홀구 용현동,9*,12m미만,24.0,월세,202506,21,300,40,,인하로47번길,202508~202608,신규,-,,,단독다가구
470,인천광역시 미추홀구 용현동,9*,12m미만,24.0,월세,202506,20,300,40,2001.0,인하로47번길,202507~202607,신규,-,,,단독다가구
471,인천광역시 미추홀구 용현동,6**,8m미만,26.0,월세,202506,20,300,40,2009.0,토금남로17번길,202506~202606,신규,-,,,단독다가구
472,인천광역시 미추홀구 용현동,1**,8m미만,22.0,전세,202506,19,"4,500",0,2002.0,인주대로198번길,202508~202802,신규,-,,,단독다가구
473,인천광역시 미추홀구 용현동,1**,8m미만,19.8,월세,202506,19,200,30,1998.0,경인북길,202506~202706,신규,-,,,단독다가구
474,인천광역시 미추홀구 용현동,1**,8m미만,25.0,월세,202506,19,500,54,2003.0,인주대로198번길,202507~202607,신규,-,,,단독다가구
475,인천광역시 미추홀구 용현동,4*,8m미만,36.36,월세,202506,18,500,35,1985.0,한나루로457번길,202507~202707,신규,-,,,단독다가구
476,인천광역시 미추홀구 용현동,1**,8m미만,20.0,월세,202506,17,300,38,,인하로91번길,202507~202607,신규,-,,,단독다가구
477,인천광역시 미추홀구 용현동,9*,12m미만,33.0,월세,202506,17,300,55,1996.0,한나루로477번길,202507~202607,신규,-,,,단독다가구
478,인천광역시 미추홀구 용현동,6**,12m미만,20.0,월세,202506,17,400,40,2013.0,낙섬중로77번길,202506~202706,신규,-,,,단독다가구
479,인천광역시 미추홀구 용현동,6**,8m미만,44.01,전세,202506,17,"7,350",0,1982.0,낙섬중로35번길,202506~202706,갱신,-,"7,000",0.0,단독다가구
480,인천광역시 미추홀구 용현동,9*,12m미만,19.22,월세,202506,16,300,47,2002.0,인하로47번길,202508~202607,신규,-,,,단독다가구
481,인천광역시 미추홀구 용현동,1**,8m미만,33.0,월세,202506,15,500,65,1994.0,인하로91번길,202507~202607,신규,-,,,단독다가구
482,인천광역시 미추홀구 용현동,7*,8m미만,24.0,월세,202506,15,200,34,2003.0,인하로119번길,202506~202606,신규,-,,,단독다가구
483,인천광역시 미추홀구 용현동,2*,8m미만,51.69,월세,202506,14,500,45,2002.0,한나루로,202506~202706,신규,-,,,단독다가구
484,인천광역시 미추홀구 용현동,1**,25m이상,25.0,월세,202506,14,300,40,1997.0,인하로,-,-,-,,,단독다가구
485,인천광역시 미추홀구 용현동,1**,12m미만,20.0,월세,202506,14,"1,000",30,1996.0,경인남길102번길,202507~202607,신규,-,,,단독다가구
486,인천광역시 미추홀구 용현동,4*,12m미만,23.1,월세,202506,13,"3,000",25,2001.0,인하로134번길,202508~202608,신규,-,,,단독다가구
487,인천광역시 미추홀구 용현동,5**,8m미만,49.06,전세,202506,13,"8,000",0,2015.0,낙섬중로91번길,202508~202708,신규,-,,,단독다가구
488,인천광역시 미추홀구 용현동,6**,8m미만,52.0,전세,202506,12,"8,500",0,2014.0,낙섬중로,202507~202707,갱신,사용,"8,500",0.0,단독다가구
489,인천광역시 미추홀구 용현동,6**,8m미만,55.0,전세,202506,10,"9,000",0,2005.0,매소홀로,202506~202706,갱신,-,"9,000",0.0,단독다가구
490,인천광역시 미추홀구 용현동,6**,8m미만,29.75,월세,202506,10,"2,000",35,1998.0,토금남로13번길,202506~202606,신규,-,,,단독다가구
491,인천광역시 미추홀구 용현동,6**,8m미만,30.0,월세,202506,9,300,35,2002.0,용오로16번길,202506~202606,신규,-,,,단독다가구
492,인천광역시 미추홀구 용현동,6**,12m미만,43.0,월세,202506,9,"4,800",33,2016.0,낙섬서로50번길,202506~202706,신규,-,,,단독다가구
493,인천광역시 미추홀구 용현동,6**,8m미만,40.0,월세,202506,9,"1,000",55,2018.0,낙섬서로10번길,202506~202606,신규,-,,,단독다가구
494,인천광역시 미추홀구 용현동,6**,25m미만,57.2,월세,202506,7,500,60,2011.0,토금북로,202506~202706,신규,-,,,단독다가구
495,인천광역시 미추홀구 용현동,1**,8m미만,45.12,월세,202506,4,200,35,1956.0,인주대로174번길,202507~202707,신규,-,,,단독다가구
496,인천광역시 미추홀구 용현동,6**,8m미만,48.0,월세,202506,4,"1,000",60,2015.0,낙섬서로18번길,202506~202706,신규,-,,,단독다가구
497,인천광역시 미추홀구 용현동,1**,8m미만,45.0,월세,202506,4,300,60,2003.0,경인남길118번길,202506~202606,신규,-,,,단독다가구
498,인천광역시 미추홀구 용현동,1**,8m미만,17.1,월세,202506,3,300,45,1993.0,경인남길30번길,202506~202602,신규,-,,,단독다가구
499,인천광역시 미추홀구 용현동,6**,25m미만,23.0,월세,202506,3,300,30,2002.0,토금북로,202506~202606,신규,-,,,단독다가구
500,인천광역시 미추홀구 용현동,9*,12m미만,18.0,전세,202506,2,"4,000",0,1995.0,경인남길102번길,202508~202708,갱신,-,"4,000",0.0,단독다가구
501,인천광역시 미추홀구 용현동,6**,8m미만,26.0,월세,202506,2,200,40,2009.0,토금남로17번길,202506~202606,신규,-,,,단독다가구
502,인천광역시 미추홀구 용현동,8*,12m미만,22.0,월세,202506,2,200,38,2008.0,한나루로477번길,202506~202606,신규,-,,,단독다가구
503,인천광역시 미추홀구 용현동,7*,8m미만,18.0,월세,202505,31,"3,000",20,1993.0,인하로119번길,-,-,-,,,단독다가구
504,인천광역시 미추홀구 용현동,3*,25m이상,20.0,월세,202505,30,500,37,1998.0,인하로,202506~202606,신규,-,,,단독다가구
505,인천광역시 미추홀구 용현동,6**,8m미만,20.0,월세,202505,30,300,30,2016.0,낙섬서로18번길,202506~202606,신규,-,,,단독다가구
506,인천광역시 미추홀구 용현동,6**,8m미만,27.96,월세,202505,28,300,36,2019.0,낙섬서로18번길,202505~202602,신규,-,,,단독다가구
507,인천광역시 미추홀구 용현동,5**,8m미만,17.0,월세,202505,28,300,35,2018.0,능해길60번길,202506~202606,신규,-,,,단독다가구
508,인천광역시 미추홀구 용현동,6**,8m미만,51.0,월세,202505,28,500,45,1997.0,토금남로33번길,202505~202605,신규,-,,,단독다가구
509,인천광역시 미추홀구 용현동,9*,8m미만,60.0,월세,202505,25,150,38,1996.0,한나루로477번길,202505~202605,신규,-,,,단독다가구
510,인천광역시 미추홀구 용현동,1**,12m미만,20.0,월세,202505,24,300,50,2016.0,경인남길,202506~202607,신규,-,,,단독다가구
511,인천광역시 미추홀구 용현동,6**,8m미만,20.0,월세,202505,20,200,30,,용오로16번길,202505~202704,신규,-,,,단독다가구
512,인천광역시 미추홀구 용현동,6**,25m미만,48.0,월세,202505,19,500,30,1989.0,낙섬서로,202505~202705,신규,-,,,단독다가구
513,인천광역시 미추홀구 용현동,7*,12m미만,34.92,월세,202505,18,300,30,1993.0,한나루로477번길,202606~202705,신규,-,,,단독다가구
514,인천광역시 미추홀구 용현동,6**,8m미만,18.0,월세,202505,17,500,40,2021.0,낙섬중로67번길,-,-,-,,,단독다가구
515,인천광역시 미추홀구 용현동,5*,8m미만,49.59,월세,202505,17,"2,000",50,,한나루로477번길,202505~202705,신규,-,,,단독다가구
516,인천광역시 미추홀구 용현동,6**,8m미만,36.0,월세,202505,16,400,35,1987.0,토금중로30번길,202505~202705,신규,-,,,단독다가구
517,인천광역시 미추홀구 용현동,6**,8m미만,26.0,월세,202505,15,500,48,2018.0,토금남로27번길,-,-,-,,,단독다가구
518,인천광역시 미추홀구 용현동,6**,12m미만,23.0,월세,202505,14,300,35,,토금북로18번길,202505~202605,신규,-,,,단독다가구
519,인천광역시 미추홀구 용현동,6**,8m미만,31.0,월세,202505,14,300,30,2003.0,토금북로18번길,202505~202605,신규,-,,,단독다가구
520,인천광역시 미추홀구 용현동,7*,12m미만,15.0,월세,202505,14,100,30,2012.0,한나루로501번길,-,-,-,,,단독다가구
521,인천광역시 미추홀구 용현동,6**,8m미만,27.84,월세,202505,13,500,45,2014.0,낙섬서로10번길,202505~202605,신규,-,,,단독다가구
522,인천광역시 미추홀구 용현동,5**,12m미만,33.0,월세,202505,12,500,50,1998.0,능해길46번길,202505~202704,신규,-,,,단독다가구
523,인천광역시 미추홀구 용현동,6**,8m미만,50.0,월세,202505,8,"1,000",65,,낙섬서로10번길,202505~202605,신규,-,,,단독다가구
524,인천광역시 미추홀구 용현동,1**,12m미만,41.58,월세,202505,8,300,50,2003.0,경인남길102번길,202505~202705,신규,-,,,단독다가구
525,인천광역시 미추홀구 용현동,6**,25m미만,50.0,월세,202505,7,500,61,2016.0,토금북로,202505~202605,신규,-,,,단독다가구
526,인천광역시 미추홀구 용현동,6**,8m미만,20.0,월세,202505,3,300,33,2002.0,토금남로17번길,202505~202605,신규,-,,,단독다가구
527,인천광역시 미추홀구 용현동,6**,8m미만,20.0,월세,202505,3,500,43,2019.0,토금중로47번길,202505~202605,신규,-,,,단독다가구
528,인천광역시 미추홀구 용현동,4*,8m미만,56.0,전세,202505,2,"6,000",0,1977.0,한나루로463번길,202505~202705,신규,-,,,단독다가구
529,인천광역시 미추홀구 용현동,3**,25m이상,30.08,월세,202505,1,200,20,1985.0,독배로,202505~202605,신규,-,,,단독다가구
530,인천광역시 미추홀구 용현동,6**,8m미만,50.0,월세,202504,30,500,40,2002.0,토금북로11번길,202505~202605,신규,-,,,단독다가구
531,인천광역시 미추홀구 용현동,9*,12m미만,20.0,월세,202504,30,300,40,1995.0,인하로105번길,202505~202607,신규,-,,,단독다가구
532,인천광역시 미추홀구 용현동,3*,8m미만,57.12,전세,202504,29,"4,000",0,1995.0,한나루로463번길,202505~202705,신규,-,,,단독다가구
533,인천광역시 미추홀구 용현동,1**,12m미만,15.0,월세,202504,29,100,20,2001.0,인하로105번길,202504~202604,신규,-,,,단독다가구
534,인천광역시 미추홀구 용현동,4**,8m미만,59.9,월세,202504,28,"1,000",55,1978.0,비룡길56번길,202505~202705,신규,-,,,단독다가구
535,인천광역시 미추홀구 용현동,6**,8m미만,42.0,월세,202504,24,300,35,2008.0,낙섬서로10번길,202504~202604,신규,-,,,단독다가구
536,인천광역시 미추홀구 용현동,5**,12m미만,20.0,월세,202504,23,300,30,1997.0,아암대로29번길,202505~202705,신규,-,,,단독다가구
537,인천광역시 미추홀구 용현동,5**,12m미만,18.0,월세,202504,23,500,40,2021.0,낙섬중로91번길,202504~202604,신규,-,,,단독다가구
538,인천광역시 미추홀구 용현동,6**,8m미만,50.0,전세,202504,22,"6,700",0,2014.0,낙섬서로10번길,202505~202705,신규,-,,,단독다가구
539,인천광역시 미추홀구 용현동,6**,8m미만,50.0,전세,202504,22,"6,700",0,2014.0,낙섬서로10번길,202505~202705,신규,-,,,단독다가구
540,인천광역시 미추홀구 용현동,5**,8m미만,16.0,전세,202504,21,"3,000",0,2002.0,능해길46번길,202505~202705,신규,-,,,단독다가구
1,인천광역시 미추홀구 용현동,3*,25m이상,23.0,월세,202504,19,300,35,1998.0,인하로,202504~202604,신규,-,,,단독다가구
2,인천광역시 미추홀구 용현동,3*,25m이상,42.31,월세,202504,18,500,40,1978.0,인하로,202505~202705,신규,-,,,단독다가구
3,인천광역시 미추홀구 용현동,*,12m미만,31.55,월세,202504,18,300,30,1993.0,인하로163번길,202505~202705,신규,-,,,단독다가구
4,인천광역시 미추홀구 용현동,5**,8m미만,55.0,전세,202504,16,"4,000",0,1989.0,낙섬중로,202504~202704,갱신,-,"3,000",0.0,단독다가구
5,인천광역시 미추홀구 용현동,5**,8m미만,23.14,월세,202504,15,300,35,2002.0,능해길46번길,202505~202704,신규,-,,,단독다가구
6,인천광역시 미추홀구 용현동,2**,8m미만,20.0,월세,202504,14,100,30,2002.0,독배로376번길,202505~202605,신규,-,,,단독다가구
7,인천광역시 미추홀구 용현동,6**,8m미만,45.0,월세,202504,13,500,45,2001.0,낙섬서로49번길,202504~202604,신규,-,,,단독다가구
8,인천광역시 미추홀구 용현동,4*,8m미만,29.0,월세,202504,12,300,50,1997.0,재넘이길,202505~202605,신규,-,,,단독다가구
9,인천광역시 미추홀구 용현동,5**,8m미만,23.14,월세,202504,11,300,30,2002.0,낙섬중로91번길,202504~202704,신규,-,,,단독다가구
10,인천광역시 미추홀구 용현동,1**,8m미만,57.84,월세,202504,10,"1,000",40,1984.0,수봉남로6번길,202504~202704,신규,-,,,단독다가구
11,인천광역시 미추홀구 용현동,5**,8m미만,60.0,월세,202504,9,"1,000",55,1989.0,낙섬중로,202505~202705,신규,-,,,단독다가구
12,인천광역시 미추홀구 용현동,6**,8m미만,23.0,월세,202504,9,300,30,1997.0,낙섬중로59번길,202504~202604,신규,-,,,단독다가구
13,인천광역시 미추홀구 용현동,6**,8m미만,28.05,월세,202504,8,300,35,2002.0,토금북로11번길,202504~202604,신규,-,,,단독다가구
14,인천광역시 미추홀구 용현동,4**,8m미만,48.52,전세,202504,7,"4,000",0,,독배로404번길,202505~202705,신규,-,,,단독다가구
